archivo,agente,saludo_presentacion,identificacion_cliente,deteccion_necesidades,oferta_productos,manejo_objeciones,cierre,despedida,proactividad,empatia,resolucion_problemas,puntaje_total,primer_plan_ofrecido,se_ofrecio_fibra,planes_mencionados,resumen,areas_mejora,fortalezas,fecha_evaluacion
amza10_1_260310103124690_ACD_18691_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,18 gigas,True,"14 gigas, 4 gigas, 18 gigas","El agente no cumplió con los criterios de evaluación. No se presentó, no verificó la identidad, no detectó necesidades, no manejó objeciones, no cerró la venta y no mostró empatía. Ofreció fibra, pero no la vendió.","Presentación, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre de ventas, Empatía",,2026-03-15T22:42:52.201824
amza10_1_260310114044577_ACD_92291_mejorado.json,amza10,0,100,0,100,0,0,100,100,50,100,55.0,Plan de 4 gigas,True,Plan de 4 gigas,"El agente no se presenta correctamente, no detecta necesidades y el cierre es incompleto. Ofrece productos directamente, se despide correctamente y muestra poca empatía.","Presentación, Detección de necesidades, Manejo de objeciones, Cierre, Empatía","Ofrece fibra y productos adicionales de forma directa, Identificación correcta del cliente, Despedida correcta",2026-03-15T22:42:58.272326
amza10_1_260310115858155_ACD_35985_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,18 gigas,False,18 gigas,"El agente no cumple con los criterios mínimos de la evaluación. No se presenta, no identifica al cliente, no detecta necesidades, no gestiona objeciones, ni intenta cerrar la venta. Tampoco muestra empatía ni proactividad.","Presentación y Saludo, Identificación del Cliente, Detección de Necesidades, Cierre de Ventas, Proactividad, Empatía",,2026-03-15T22:43:04.226013
amza10_1_260310120633003_ACD_50555_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"Llamada muy deficiente, no se cumplen los criterios mínimos de una venta.","Presentación, Identificación del cliente, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre, Despedida, Proactividad",,2026-03-15T22:43:09.564712
amza10_1_260310121802601_ACD_74483_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"Llamada sin venta, no se cumplieron los criterios de evaluación.","Presentación y oferta de productos, Identificación del cliente, Detección de necesidades, Cierre de la venta",,2026-03-15T22:43:14.742269
amza10_1_260310124958401_ACD_11391_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,Plan 18 gigas,False,Plan 18 gigas,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no maneja objeciones y no cierra la venta. No hay empatía y no se resuelven las quejas.","Presentación y Saludo, Identificación del Cliente, Detección de Necesidades, Manejo de Objeciones, Cierre de Ventas, Empatía",,2026-03-15T22:43:21.142302
amza10_1_260310125620774_ACD_28827_mejorado.json,amza10,0,100,0,0,0,0,0,0,0,0,10.0,,False,,"La llamada no cumple con los requisitos mínimos de una venta. No hay presentación correcta, detección de necesidades, oferta de productos, manejo de objeciones ni cierre.","Presentación, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre, Proactividad",Identificación del cliente,2026-03-15T22:43:26.924005
amza10_1_260310125803934_MIT_01952_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,18 GB,False,18 GB,"Llamada deficiente. El agente no se presenta ni verifica la identidad. No realiza preguntas para detectar necesidades, no maneja objeciones y no cierra la venta. Ofrece un plan.","Presentación, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre de la venta, Proactividad",,2026-03-15T22:43:32.351466
amza10_1_260310131226537_ACD_71545_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,14 gigas,True,"14 gigas, 4GB","El agente necesita mejorar la presentación, identificación del cliente, detección de necesidades, manejo de objeciones y el cierre de la venta.  Debe enfocarse en ofrecer los productos de manera más efectiva y mostrar empatía.","Presentación, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre, Proactividad",,2026-03-15T22:43:37.951873
amza10_1_260310131734165_ACD_82975_mejorado.json,amza10,0,100,0,0,0,0,0,0,0,0,10.0,10 y 8 gigas,False,10 y 8 gigas,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no detecta necesidades, no maneja objeciones y no intenta cerrar la venta. No se muestra proactividad ni empatía.","Presentación, Detección de necesidades, Manejo de objeciones, Cierre de venta, Proactividad",Identificación del cliente,2026-03-15T22:43:43.586129
amza10_1_260310132336948_ACD_93589_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,18 gigas,False,18 gigas,"El agente no cumple con los criterios de evaluación. No hay saludo ni presentación correctos, no se identifica al cliente, no se detectan necesidades, no hay cierre, no se manejan objeciones, y no hay proactividad.","Saludo y presentación, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre, Proactividad",,2026-03-15T22:43:48.893157
amza10_1_260310132934788_ACD_02027_mejorado.json,amza10,0,100,0,0,0,0,100,0,100,0,30.0,,False,,La llamada se enfoca en agendar un contacto posterior. No se ofrecen productos ni se realiza una venta.,Presentación y oferta de productos.,"Identificación correcta del cliente., Empatía y gestión de la solicitud del cliente.",2026-03-15T22:43:54.136557
amza10_1_260310133727670_ACD_21093_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"La llamada no cumple con ninguno de los criterios de evaluación. No hay presentación, identificación del cliente, detección de necesidades, oferta de productos, manejo de objeciones, cierre ni despedida. No se mencionan productos ni fibra.","Presentación y saludo inicial, Identificación del cliente, Detección de necesidades, Oferta de productos y servicios, Cierre de la llamada",,2026-03-15T22:43:59.437147
amza10_1_260310135155310_ACD_59291_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,18 gigas,False,18 gigas,"Llamada deficiente. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece fibra, no maneja objeciones, ni completa el cierre. No muestra empatía y no resuelve problemas.","Presentación, Identificación del cliente, Detección de necesidades, Oferta de productos (incluyendo fibra), Manejo de objeciones, Cierre de venta, Empatía",,2026-03-15T22:44:05.353632
amza10_1_260310141735780_ACD_25761_mejorado.json,amza10,0,100,50,0,0,0,0,0,0,0,15.0,18 gigas,False,18 gigas,"El agente no se presenta correctamente, no detecta necesidades en profundidad, no cierra la venta y no ofrece productos adicionales.","Presentación y detección de necesidades, Cierre de ventas, Ofrecer productos adicionales (fibra, etc.)",Identificación del cliente,2026-03-15T22:44:11.049792
amza10_1_260310142452001_ACD_42965_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece productos y no realiza un cierre.","Presentación, Identificación del cliente, Detección de necesidades, Oferta de productos, Cierre",,2026-03-15T22:44:16.220523
amza10_1_260310142853324_ACD_52977_mejorado.json,amza10,0,0,10,10,80,30,30,50,100,50,36.0,,True,,"El agente necesita mejorar la presentación inicial, identificación y el cierre. Mostró buena empatía y manejó objeciones.","Presentación y Saludo, Identificación de Cliente, Cierre","Manejo de Objeciones, Empatía",2026-03-15T22:44:22.477374
amza10_1_260310164218578_ACD_19939_mejorado.json,amza10,10,10,20,30,30,10,10,30,20,0,170.0,,True,plan de 300 megas,"El agente se presenta y verifica la identidad del cliente.  Intenta detectar necesidades y ofrece fibra, pero no logra el cierre debido a la negativa del cliente.  Muestra proactividad al ofrecer fibra directamente y algo de empatía. El manejo de objeciones es parcial. El cierre no se completa.",Mejorar el cierre de la venta.,"Presentación y verificación de identidad., Proactividad en ofrecer fibra.",2026-03-15T22:44:28.443233
amza10_1_260310165107911_ACD_33347_mejorado.json,amza10,10,100,10,50,0,0,0,0,20,0,19.0,8 gigas + 10 gigas de regalo,False,8 gigas + 10 gigas de regalo,"El agente se presenta, identifica al cliente y ofrece un plan de datos. No se completa el cierre y no se ofrecen productos adicionales ni fibra.","Mejorar la presentación utilizando la frase correcta., Profundizar en la detección de necesidades., Completar el proceso de cierre., Ofrecer productos adicionales.",Identificación correcta del cliente.,2026-03-15T22:44:34.101189
amza10_1_260310170223287_ACD_46597_mejorado.json,amza10,100,100,100,100,100,70,100,0,100,100,77.0,16 gigas,False,16 gigas,"La agente se presenta correctamente, identifica al cliente y detecta necesidades. Ofrece un plan y maneja las objeciones del cliente, intentando cerrar la venta. No ofrece fibra.",Ofrecer fibra y otros productos adicionales de forma proactiva.,"Buen manejo de objeciones, Empatía mostrada, Identificación correcta del cliente",2026-03-15T22:44:40.257612
amza10_1_260310171940163_ACD_53727_mejorado.json,amza10,100,100,50,100,50,0,100,100,50,0,55.0,plan de 8.050 pesos,False,plan de 8.050 pesos,"El agente se presenta y verifica la identidad, ofreciendo un plan. No completa el cierre ni muestra mucha empatía.","Cierre de la venta, Manejo de objeciones, Empatía","Saludo y presentación, Identificación del cliente, Oferta de productos",2026-03-15T22:44:46.009777
amza10_1_260310172323309_ACD_54927_mejorado.json,amza10,10,10,20,50,60,0,0,0,30,0,18.0,16 días a 11.060 pesos,False,"16 días a 11.060 pesos, 8,000 pesos",La llamada carece de cierre y proactividad. El agente no logró un cierre de venta ni ofreció fibra.  La detección de necesidades es limitada y la despedida no se produce.,"Cierre de ventas, Proactividad en la oferta, Detección de necesidades",Presentación,2026-03-15T22:44:52.919007
amza10_1_260310173009264_ACD_58083_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,18 gigas,False,18 gigas,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no maneja objeciones ni completa el cierre. No muestra empatía ni ofrece productos adicionales.","Presentación y Saludo, Identificación del Cliente, Detección de Necesidades, Manejo de Objeciones, Cierre de la venta, Proactividad",,2026-03-15T22:44:58.639232
amza10_1_260310174106411_ACD_71045_mejorado.json,amza10,0,100,50,100,50,0,100,0,50,0,35.0,18 gigas,False,18 gigas,"El agente no se presenta correctamente ni completa el cierre, aunque identifica al cliente y ofrece un plan. El manejo de objeciones es mejorable. No ofrece fibra.","Presentación inicial, Manejo de objeciones, Cierre","Identificación del cliente, Oferta directa de productos",2026-03-15T22:45:04.752062
amza10_1_260310180107473_ACD_96797_mejorado.json,amza10,0,0,0,0,0,0,0,0,10,0,1.0,,False,,"El agente no cumplió con los criterios de evaluación, mostrando una presentación y cierre deficientes, y sin realizar la identificación ni la detección de necesidades. No hubo manejo de objeciones ni oferta de productos adecuada.","Presentación y saludo., Identificación del cliente., Detección de necesidades., Oferta de productos., Manejo de objeciones., Cierre de la venta., Proactividad.",Muestra un poco de empatía.,2026-03-15T22:45:10.393518
amza10_1_260310180538459_ACD_03075_mejorado.json,amza10,0,0,10,50,50,0,100,0,50,0,26.0,Plan de 18 gigas,False,Plan de 18 gigas,"El agente no se presentó correctamente ni verificó la identidad. Intentó detectar necesidades y ofreció un plan. Manejó objeciones, pero no logró concretar la venta. La despedida fue correcta.","Presentación y Verificación de Identidad, Cierre de Ventas, Ofrecimiento de Productos Adicionales","Detección de necesidades, Empatía, Despedida",2026-03-15T22:45:16.117284
amza10_1_260310181446255_ACD_15187_mejorado.json,amza10,0,100,0,0,100,0,0,0,0,100,30.0,,False,,"El agente se identifica y verifica el nombre del cliente. Detecta una objeción y ofrece una solución. Sin embargo, no se presenta correctamente, no realiza preguntas para detectar necesidades, no ofrece productos directamente, y no completa el cierre de la venta.","Presentación y Saludo, Detección de Necesidades, Oferta de Productos, Cierre de Ventas, Proactividad","Manejo de Objeciones, Resolución de Problemas, Identificación del Cliente",2026-03-15T22:45:22.493527
amza10_1_260310181724422_ACD_18667_mejorado.json,amza10,100,0,60,100,80,20,100,50,60,0,57.0,18 gigas,True,"18 gigas, 8 gigas base","El agente se presenta y ofrece planes, pero no verifica la identidad del cliente.  Maneja objeciones y se despide correctamente. El cierre no se completa por falta de cobertura.  La proactividad con respecto a la fibra es mejorable.","Verificación de identidad, Profundizar en la detección de necesidades, Mejorar el cierre, buscando alternativas o próximos pasos.","Saludo y presentación, Oferta directa de productos, Manejo de objeciones, Despedida cordial",2026-03-15T22:45:28.934977
amza10_1_260310182716147_MIT_01984_mejorado.json,amza10,0,100,0,100,100,100,100,100,100,100,80.0,plan de 300 megabytes,True,plan de 300 megabytes,"El agente se identifica correctamente, ofrece productos directamente y completa el cierre. Debe mejorar la presentación inicial.","Mejorar la presentación inicial con nombre, empresa y motivo.","Identificación correcta del cliente, Oferta directa de productos, Buen manejo de objeciones, Cierre exitoso, Actitud proactiva",2026-03-15T22:45:34.676036
amza10_1_260311102513782_ACD_92763_mejorado.json,amza10,10,0,10,30,50,0,0,0,60,60,22.0,8 gigas de Brasil y con 10 gigas aportes de regalo,False,8 gigas de Brasil y con 10 gigas aportes de regalo,"El agente no verifica la identidad del cliente, no realiza un cierre efectivo y no ofrece fibra.  Maneja objeciones de manera parcial. La presentación es confusa y no utiliza frases correctas. No hubo despedida.","Identificación del cliente, Cierre de venta, Ofrecimiento de fibra, Presentación de la oferta, Uso de frases correctas","Intento de manejo de objeciones, Empatía",2026-03-15T22:45:41.347505
amza10_1_260311103430480_ACD_16441_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"Llamada muy deficiente. El agente no se presenta ni identifica al cliente, no detecta necesidades, no ofrece productos, no cierra la venta y no muestra empatía. Finaliza la llamada por falta de comunicación.","Presentación, Identificación del cliente, Detección de necesidades, Oferta de productos, Cierre de ventas, Empatía",,2026-03-15T22:45:46.800411
amza10_1_260311103802128_ACD_27419_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,8 gigas,True,"8 gigas, 4 gigas","La llamada carece de una presentación adecuada, identificación del cliente, detección de necesidades, manejo de objeciones y cierre efectivo. No se ofrecen los productos de forma directa. No hay empatía.","Presentación y saludo, Identificación del cliente, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre, Proactividad, Empatía",,2026-03-15T22:45:53.100605
amza10_1_260311104258828_ACD_41427_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"La llamada no cumple con los criterios de evaluación. El agente no se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece productos y no realiza un cierre efectivo. La comunicación se centra en un tema diferente a la venta de planes.","Presentación y Saludo, Identificación del Cliente, Detección de Necesidades, Oferta de Productos, Cierre de Ventas",,2026-03-15T22:45:59.437449
amza10_1_260311104942114_ACD_60191_mejorado.json,amza10,0,100,0,0,50,0,0,0,50,0,20.0,,False,,El agente no se presenta correctamente ni ofrece productos de forma directa. No realiza cierre. El manejo de objeciones es mejorable y no se detecta proactividad.,"Presentación y oferta de productos, Cierre de la venta, Manejo de objeciones, Proactividad",Identificación del cliente,2026-03-15T22:46:05.400930
amza10_1_260311111805012_ACD_33015_mejorado.json,amza10,0,100,0,0,0,0,0,0,0,0,0.0,,False,,"Llamada muy deficiente. No se presenta, no detecta necesidades, no ofrece productos ni maneja objeciones. No hay cierre ni despedida correctos. No muestra empatía.","Presentación y Saludo, Detección de Necesidades, Oferta de Productos, Manejo de Objeciones, Cierre de Ventas, Despedida",Identificación del cliente,2026-03-15T22:46:10.985568
amza10_1_260311112110937_ACD_40979_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"Llamada deficiente en todos los aspectos. No se presenta, no identifica al cliente, no detecta necesidades, no ofrece productos de forma efectiva, no cierra la venta y no muestra empatía.","Presentación y saludo., Identificación del cliente., Detección de necesidades., Oferta de productos., Cierre de venta., Proactividad.",,2026-03-15T22:46:16.847118
amza10_1_260311112323408_ACD_47189_mejorado.json,amza10,0,0,0,0,0,0,0,0,0,0,0.0,15 gigas,False,15 gigas,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no maneja objeciones de forma efectiva y no completa el cierre. No ofrece fibra. El agente no muestra empatía ni gestiona adecuadamente las objeciones del cliente.","Presentación, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre de venta, Proactividad (ofrecer fibra), Empatía",,2026-03-15T22:46:22.705727
amza10_1_260311113122086_ACD_67605_mejorado.json,amza10,0,100,0,0,0,0,0,0,50,0,25.0,,False,,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no detecta necesidades, no ofrece productos ni cierra la venta. Muestra algo de empatía.","Presentación, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre de la venta, Despedida",Identificación del cliente,2026-03-15T22:46:28.169364
amza10_1_260311115518933_ACD_26697_mejorado.json,amza10,10,100,0,100,0,0,10,0,10,100,34.0,15 gigas,False,15 gigas,El agente se presentó correctamente y verificó la identidad del cliente. Ofreció un plan directamente. No se realizaron preguntas para detectar necesidades ni se intentó cerrar la venta.,"Detección de necesidades., Cierre de venta., Ofrecer productos adicionales (fibra).",Presentación y verificación de identidad.,2026-03-15T22:46:33.419715
